SIM1,SI,SIP1
0.00698190364689497,0.0214964155471294,0.0102364629722331
0.0214964155471294,0.0102364629722331,0.0163958277856475
0.0102364629722331,0.0163958277856475,0.0188461188516568
0.0163958277856475,0.0188461188516568,0.017938765243589
0.0172342773752861,0.0212531994371635,0.0320737579860107
0.0212531994371635,0.0320737579860107,0.0358407100032719
0.0320737579860107,0.0358407100032719,0.0463234394780717
0.0358407100032719,0.0463234394780717,0.0458287028053868
0.0463234394780717,0.0458287028053868,0.0581154857915167
0.0458287028053868,0.0581154857915167,0.0820575580329021
0.0581154857915167,0.0820575580329021,0.0769921335942498
0.0820575580329021,0.0769921335942498,0.106995910441298
0.0769921335942498,0.106995910441298,0.180385457174257
0.0161960516996953,0.0215451922929045,0.0262005512196554
0.0215451922929045,0.0262005512196554,0.0272617834112024
0.0262005512196554,0.0272617834112024,0.0308576687300525
0.0272617834112024,0.0308576687300525,0.0344274406163647
0.0308576687300525,0.0344274406163647,0.037630980113762
0.0344274406163647,0.037630980113762,0.031456841278087
0.037630980113762,0.031456841278087,0.0272862688830671
0.031456841278087,0.0272862688830671,0.0205975832747445
0.0272862688830671,0.0205975832747445,0.0139274658858037
0.0205975832747445,0.0139274658858037,0.0115732252793653
0.0139274658858037,0.0115732252793653,0.0130320802638791
0.0115732252793653,0.0130320802638791,0.0181950593236264
0.0130320802638791,0.0181950593236264,0.0248111970765482
0.0181950593236264,0.0248111970765482,0.0266054136194008
0.0248111970765482,0.0266054136194008,0.0315112588724934
0.0266054136194008,0.0315112588724934,0.0372156863078973
0.0315112588724934,0.0372156863078973,0.0378439104547075
0.0372156863078973,0.0378439104547075,0.0405070329243012
0.0378439104547075,0.0405070329243012,0.0409136908401101
0.0405070329243012,0.0409136908401101,0.0407077938673987
0.0409136908401101,0.0407077938673987,0.0404664943673908
0.0407077938673987,0.0404664943673908,0.0375221032481776
0.0404664943673908,0.0375221032481776,0.0335507786987933
0.0375221032481776,0.0335507786987933,0.0317215617565137
0.0335507786987933,0.0317215617565137,0.0332176398597296
0.0317215617565137,0.0332176398597296,0.0345888675558011
0.0332176398597296,0.0345888675558011,0.0393223812704004
0.0345888675558011,0.0393223812704004,0.0426461657254921
0.0393223812704004,0.0426461657254921,0.0459812971254082
0.0426461657254921,0.0459812971254082,0.0465575160795849
0.0459812971254082,0.0465575160795849,0.0440323962430794
0.0465575160795849,0.0440323962430794,0.0420504160970765
0.0440323962430794,0.0420504160970765,0.04385242685017
0.0420504160970765,0.04385242685017,0.0474914656559085
0.04385242685017,0.0474914656559085,0.0492463275540915
0.0474914656559085,0.0492463275540915,0.0483340208106857
0.0492463275540915,0.0483340208106857,0.0478812903112099
0.0483340208106857,0.0478812903112099,0.0466859244667287
0.0478812903112099,0.0466859244667287,0.0456852946819456
0.0466859244667287,0.0456852946819456,0.0494310364125541
0.0456852946819456,0.0494310364125541,0.0553837797987617
0.0494310364125541,0.0553837797987617,0.0519006289622011
0.0553837797987617,0.0519006289622011,0.0519780807415061
0.0519006289622011,0.0519780807415061,0.0459723284946656
0.0519780807415061,0.0459723284946656,0.0412709588196957
0.0459723284946656,0.0412709588196957,0.0390510580601522
0.0412709588196957,0.0390510580601522,0.041366253852676
0.0390510580601522,0.041366253852676,0.0439172465874515
0.041366253852676,0.0439172465874515,0.0489708475022997
0.0439172465874515,0.0489708475022997,0.0551726064792834
0.0489708475022997,0.0551726064792834,0.062620854025952
0.0551726064792834,0.062620854025952,0.0719183790348632
0.062620854025952,0.0719183790348632,0.0768432591539051
0.0719183790348632,0.0768432591539051,0.0803526745612403
0.0768432591539051,0.0803526745612403,0.0834202473527283
0.0803526745612403,0.0834202473527283,0.104076199806401
0.0834202473527283,0.104076199806401,0.116548589602381
0.104076199806401,0.116548589602381,0.118790667580917
0.116548589602381,0.118790667580917,0.112658538520854
0.118790667580917,0.112658538520854,0.104022122165545
0.112658538520854,0.104022122165545,0.0938923214013634
0.104022122165545,0.0938923214013634,0.0850202454389827
0.0938923214013634,0.0850202454389827,0.0817917853101738
0.0850202454389827,0.0817917853101738,0.0780987604222395
0.0817917853101738,0.0780987604222395,0.075324737614544
0.0547315499423003,0.0506100055514396,0.0736597345315979
0.0506100055514396,0.0736597345315979,0.115129916846663
0.0736597345315979,0.115129916846663,0.12515156501737
0.115129916846663,0.12515156501737,0.129683708726369
0.12515156501737,0.129683708726369,0.102076839228774
0.129683708726369,0.102076839228774,0.0704176611077112
0.102076839228774,0.0704176611077112,0.025652571917005
0.0704176611077112,0.025652571917005,0.0346378305776508
0.025652571917005,0.0346378305776508,0.0230083399570227
0.0346378305776508,0.0230083399570227,0.0199830894237142
0.0230083399570227,0.0199830894237142,0.0235747681194596
0.0199830894237142,0.0235747681194596,0.030798966490702
0.0235747681194596,0.030798966490702,0.0444052339419549
0.030798966490702,0.0444052339419549,0.0689700572671212
0.0444052339419549,0.0689700572671212,0.0849674547726831
0.0689700572671212,0.0849674547726831,0.111023674238224
0.0849674547726831,0.111023674238224,0.132796334014367
0.111023674238224,0.132796334014367,0.141191250644632
0.132796334014367,0.141191250644632,0.154116198654818
0.141191250644632,0.154116198654818,0.160209678282785
0.154116198654818,0.160209678282785,0.156611747276555
0.160209678282785,0.156611747276555,0.151951538158006
0.156611747276555,0.151951538158006,0.166367732140555
0.151951538158006,0.166367732140555,0.183312670932758
0.166367732140555,0.183312670932758,0.193817748091652
0.0339394619207618,0.0232568081850775,0.0280911272631118
0.0232568081850775,0.0280911272631118,0.0330173008322074
0.0280911272631118,0.0330173008322074,0.0231924375459295
0.0330173008322074,0.0231924375459295,0.0196211788172426
0.0231924375459295,0.0196211788172426,0.0266528915465127
0.0196211788172426,0.0266528915465127,0.0291535621958155
0.0266528915465127,0.0291535621958155,0.0268856595637262
0.0291535621958155,0.0268856595637262,0.0332705296386478
0.0268856595637262,0.0332705296386478,0.0356703005048396
0.0332705296386478,0.0356703005048396,0.0363056779784759
0.0356703005048396,0.0363056779784759,0.0428207212911279
0.0363056779784759,0.0428207212911279,0.0609856995307769
0.0428207212911279,0.0609856995307769,0.0730750123038561
0.0023182555035118,0.00666398314246345,0.0101130750609258
0.00666398314246345,0.0101130750609258,0.0193288177921034
0.0101130750609258,0.0193288177921034,0.0113230362009948
0.0193288177921034,0.0113230362009948,0.0112038777121511
0.0113230362009948,0.0112038777121511,0.0110476359385883
0.0112038777121511,0.0110476359385883,0.0107309060010224
0.0110476359385883,0.0107309060010224,0.00796032122334945
0.0107309060010224,0.00796032122334945,0.0114829845524479
0.00796032122334945,0.0114829845524479,0.0113307819295004
0.0114829845524479,0.0113307819295004,0.013047388797588
0.0113307819295004,0.013047388797588,0.015087080891491
0.013047388797588,0.015087080891491,0.0177136680787245
0.015087080891491,0.0177136680787245,0.0188182078576257
0.0177136680787245,0.0188182078576257,0.0204929951963094
0.0188182078576257,0.0204929951963094,0.0226114172826197
0.0204929951963094,0.0226114172826197,0.0247087073170342
0.0226114172826197,0.0247087073170342,0.0268727508673696
0.0247087073170342,0.0268727508673696,0.0280455079605605
0.0268727508673696,0.0280455079605605,0.0292545600919672
0.0280455079605605,0.0292545600919672,0.0290176705884099
0.0292545600919672,0.0290176705884099,0.0290473762199895
0.0290176705884099,0.0290473762199895,0.0289829139024552
0.0290473762199895,0.0289829139024552,0.0294116568377591
0.0289829139024552,0.0294116568377591,0.0270541369641679
0.0294116568377591,0.0270541369641679,0.0252730995107366
0.0270541369641679,0.0252730995107366,0.0217281692552027
0.0252730995107366,0.0217281692552027,0.0191542034912323
0.0217281692552027,0.0191542034912323,0.0173498953454388
0.0191542034912323,0.0173498953454388,0.0176507433605431
0.0173498953454388,0.0176507433605431,0.0195201821591929
0.0176507433605431,0.0195201821591929,0.0214652070331409
0.0195201821591929,0.0214652070331409,0.0244747733044777
0.0214652070331409,0.0244747733044777,0.0273607783578399
0.0244747733044777,0.0273607783578399,0.0263447197931514
0.0273607783578399,0.0263447197931514,0.0267819469058117
0.0263447197931514,0.0267819469058117,0.0279824603515039
0.0267819469058117,0.0279824603515039,0.0342121399797584
0.0279824603515039,0.0342121399797584,0.0390889597493253
0.0342121399797584,0.0390889597493253,0.0414861070852088
0.0390889597493253,0.0414861070852088,0.0438352049012851
0.0414861070852088,0.0438352049012851,0.0488554523070954
0.0438352049012851,0.0488554523070954,0.0531422549293338
0.0488554523070954,0.0531422549293338,0.0548144220436908
0.0531422549293338,0.0548144220436908,0.053547892287751
0.0548144220436908,0.053547892287751,0.0503241829124046
0.053547892287751,0.0503241829124046,0.0435830129261578
0.0503241829124046,0.0435830129261578,0.0382315340192364
0.0435830129261578,0.0382315340192364,0.0333865340965704
0.0382315340192364,0.0333865340965704,0.0302006468349135
0.0333865340965704,0.0302006468349135,0.0275847270407197
0.0302006468349135,0.0275847270407197,0.0256561750415211
0.0275847270407197,0.0256561750415211,0.0271060126004623
0.0256561750415211,0.0271060126004623,0.0296713512888787
0.0271060126004623,0.0296713512888787,0.0327199025824042
0.0296713512888787,0.0327199025824042,0.0339998014086623
0.0327199025824042,0.0339998014086623,0.0363186210706565
0.0339998014086623,0.0363186210706565,0.0401748284981423
0.0363186210706565,0.0401748284981423,0.0463653598519599
0.0401748284981423,0.0463653598519599,0.0521173180080598
0.0463653598519599,0.0521173180080598,0.062251471624126
0.0521173180080598,0.062251471624126,0.0680708426357813
0.062251471624126,0.0680708426357813,0.0737073556332103
0.0680708426357813,0.0737073556332103,0.0773869881285138
0.0737073556332103,0.0773869881285138,0.0826025867977421
0.0773869881285138,0.0826025867977421,0.0857473465207403
0.0826025867977421,0.0857473465207403,0.0975934662264951
0.0857473465207403,0.0975934662264951,0.115795818195165
0.00338154864366992,0.00418161433094016,0.00898251179146628
0.00418161433094016,0.00898251179146628,0.0137493315158417
0.00898251179146628,0.0137493315158417,0.0195168341523534
0.0137493315158417,0.0195168341523534,0.0118988670648103
0.0195168341523534,0.0118988670648103,0.00366658269911563
0.0118988670648103,0.00366658269911563,0.0138012594584388
0.00366658269911563,0.0138012594584388,0.0160289888937547
0.0138012594584388,0.0160289888937547,0.0140012966092031
0.0160289888937547,0.0140012966092031,0.0127579871038665
0.0140012966092031,0.0127579871038665,0.0081699091896917
0.0127579871038665,0.0081699091896917,0.00623037557508177
0.0081699091896917,0.00623037557508177,0.00559755109260111
0.00623037557508177,0.00559755109260111,0.00724267157674595
0.00559755109260111,0.00724267157674595,0.00744027870077551
0.00724267157674595,0.00744027870077551,0.0098991723213837
0.00744027870077551,0.0098991723213837,0.00709571043875736
0.0098991723213837,0.00709571043875736,0
0.00709571043875736,0,0
0,0,0.00492651442923753
0,0.00492651442923753,0.0027893554515744
0.00492651442923753,0.0027893554515744,0
0.0027893554515744,0,0
0,0,0
0,0,0.000553156116741898
0,0.000553156116741898,0
0.000553156116741898,0,0.0158027220664874
0,0.0158027220664874,0
0.0158027220664874,0,0
0,0,0
0,0,0.00509165869070815
0,0.00509165869070815,0.0048094266952181
0.00509165869070815,0.0048094266952181,0.00388986963246445
0.0048094266952181,0.00388986963246445,0
0.00388986963246445,0,0
0,0,0.00301267575539282
0,0.00301267575539282,0.000813539498622565
0.00301267575539282,0.000813539498622565,0.00196368451577672
0.000813539498622565,0.00196368451577672,0.00246488678016962
0.00196368451577672,0.00246488678016962,0.000926614662005817
0.0110282686447105,0.00796464352265304,0.00624404084800602
0.00796464352265304,0.00624404084800602,0.00786833335399932
0.00624404084800602,0.00786833335399932,0.0114725854849278
0.00786833335399932,0.0114725854849278,0.0105897974848602
0.0114725854849278,0.0105897974848602,0.0172213283054209
0.0105897974848602,0.0172213283054209,0.0192484835248216
0.0172213283054209,0.0192484835248216,0.021901408533666
0.0192484835248216,0.021901408533666,0.0272018636847135
0.021901408533666,0.0272018636847135,0.0296618777023581
0.0272018636847135,0.0296618777023581,0.0345237640559023
0.0296618777023581,0.0345237640559023,0.0356598328288618
0.0345237640559023,0.0356598328288618,0.0217598000950543
0.0356598328288618,0.0217598000950543,0.0375054929886003
0.0217598000950543,0.0375054929886003,0.0368973188782336
0.0375054929886003,0.0368973188782336,0.0419433498750866
0.0368973188782336,0.0419433498750866,0.039087114553143
0.0419433498750866,0.039087114553143,0.0379902683774397
0.039087114553143,0.0379902683774397,0.0376101697941527
0.0379902683774397,0.0376101697941527,0.0357532609024551
0.0376101697941527,0.0357532609024551,0.0284370210935549
0.0357532609024551,0.0284370210935549,0.025437804196314
0.0284370210935549,0.025437804196314,0.0318819910204269
0.025437804196314,0.0318819910204269,0.0271952968730919
0.0318819910204269,0.0271952968730919,0.0257558910210852
0.0271952968730919,0.0257558910210852,0.0295187653022768
0.0301935355432885,0.022680907045812,0.0214964178256455
0.022680907045812,0.0214964178256455,0.0200116008880283
0.0214964178256455,0.0200116008880283,0.0178014391438368
0.0200116008880283,0.0178014391438368,0.0182949499729173
0.0178014391438368,0.0182949499729173,0.0184598054145034
0.0182949499729173,0.0184598054145034,0.0189261490537908
0.0184598054145034,0.0189261490537908,0.0174101860674058
0.0189261490537908,0.0174101860674058,0.0181387314217979
0.0174101860674058,0.0181387314217979,0.0217195115583825
0.0181387314217979,0.0217195115583825,0.0216712658987572
0.0217195115583825,0.0216712658987572,0.0223621765865327
0.0216712658987572,0.0223621765865327,0.0220607242455912
0.0223621765865327,0.0220607242455912,0.0227496214797958
0.0220607242455912,0.0227496214797958,0.0281315102892559
0.0227496214797958,0.0281315102892559,0.019674902170622
0.0281315102892559,0.019674902170622,0.0244562319609162
0.019674902170622,0.0244562319609162,0.0266887122097326
0.0244562319609162,0.0266887122097326,0.0232924237432751
0.0266887122097326,0.0232924237432751,0.0220088148941437
0.0232924237432751,0.0220088148941437,0.0220398825314503
0.0220088148941437,0.0220398825314503,0.022956981851198
0.0220398825314503,0.022956981851198,0.0242896099187702
0.022956981851198,0.0242896099187702,0.0269304184474388
0.0242896099187702,0.0269304184474388,0.0245303730921123
0.0269304184474388,0.0245303730921123,0.021853610770361
0.0245303730921123,0.021853610770361,0.0227953292170974
0.021853610770361,0.0227953292170974,0.0217451401519451
0.0227953292170974,0.0217451401519451,0.0190837320097965
0.0217451401519451,0.0190837320097965,0.0182871498984574
0.0190837320097965,0.0182871498984574,0.0192437926401742
0.0182871498984574,0.0192437926401742,0.0191179596049087
0.0192437926401742,0.0191179596049087,0.0193030277347708
0.0191179596049087,0.0193030277347708,0.0201050700383157
0.0193030277347708,0.0201050700383157,0.0215945011859277
0.0201050700383157,0.0215945011859277,0.0245779921886407
0.0215945011859277,0.0245779921886407,0.0270719816132404
0.0245779921886407,0.0270719816132404,0.0223725757181394
0.0270719816132404,0.0223725757181394,0.0228020063350885
0.0223725757181394,0.0228020063350885,0.0248963184640176
0.0228020063350885,0.0248963184640176,0.0353046644438901
0.0248963184640176,0.0353046644438901,0.0415849292958561
0.0353046644438901,0.0415849292958561,0.0325516384816819
0.0415849292958561,0.0325516384816819,0.0299602764091784
0.0325516384816819,0.0299602764091784,0.0293136593044241
0.0299602764091784,0.0293136593044241,0.0302333510355567
0.0293136593044241,0.0302333510355567,0.0264345853173327
0.0302333510355567,0.0264345853173327,0.0266054879024171
0.0264345853173327,0.0266054879024171,0.0320178341600944
0.0266054879024171,0.0320178341600944,0.0333934566458102
0.0320178341600944,0.0333934566458102,0.0277114212712134
0.0333934566458102,0.0277114212712134,0.0282795416853495
0.0277114212712134,0.0282795416853495,0.0304922995718428
0.0282795416853495,0.0304922995718428,0.0287836608722142
0.0304922995718428,0.0287836608722142,0.0300301747164471
0.0287836608722142,0.0300301747164471,0.0326425991968286
0.0300301747164471,0.0326425991968286,0.0328647236896181
0.0326425991968286,0.0328647236896181,0.0263774653326515
0.0328647236896181,0.0263774653326515,0.0218184020948247
0.0263774653326515,0.0218184020948247,0.0192922902010135
0.0218184020948247,0.0192922902010135,0.0283927726189572
0.0192922902010135,0.0283927726189572,0.0268154620706319
0.0283927726189572,0.0268154620706319,0.0295736886294813
0.0268154620706319,0.0295736886294813,0.0306433948002753
0.0295736886294813,0.0306433948002753,0.0294428991759179
0.0306433948002753,0.0294428991759179,0.0281013626020821
0.0294428991759179,0.0281013626020821,0.0276679596489338
0.0281013626020821,0.0276679596489338,0.0292547145862625
0.0276679596489338,0.0292547145862625,0.0307792686350214
0.0292547145862625,0.0307792686350214,0.0317151586243175
0.0307792686350214,0.0317151586243175,0.0309362364827441
0.0317151586243175,0.0309362364827441,0.0309159086526179
0.0309362364827441,0.0309159086526179,0.031167148511101
0.0309159086526179,0.031167148511101,0.0322073205434579
0.031167148511101,0.0322073205434579,0.0317285653356335
0.0322073205434579,0.0317285653356335,0.0309081931776836
0.0317285653356335,0.0309081931776836,0.0302073812750846
0.0309081931776836,0.0302073812750846,0.0290853463782827
0.0302073812750846,0.0290853463782827,0.0283246301591776
0.0290853463782827,0.0283246301591776,0.0285299878852764
0,0,0.00132825540669194
0,0.00132825540669194,0.001422591777528
0.00132825540669194,0.001422591777528,0.00346382402654121
0.001422591777528,0.00346382402654121,0.00549203142264485
0.00346382402654121,0.00549203142264485,0.00718825979520527
0.00549203142264485,0.00718825979520527,0.00997946883148796
0.00718825979520527,0.00997946883148796,0.010468004824102
0.00997946883148796,0.010468004824102,0.00778132376769518
0.010468004824102,0.00778132376769518,0
0.00778132376769518,0,0
0,0,0.00333403327891857
0,0.00333403327891857,0.00349463270494051
0.00333403327891857,0.00349463270494051,0.00552388962591858
0.00349463270494051,0.00552388962591858,0.0062725884581634
0.00552388962591858,0.0062725884581634,0.00780108812601616
0.0062725884581634,0.00780108812601616,0.0106299498616083
0.00780108812601616,0.0106299498616083,0.0106772716541709
0.0106299498616083,0.0106772716541709,0.00814393293682374
0.0106772716541709,0.00814393293682374,0.00873247714553845
0.00814393293682374,0.00873247714553845,0.0110943838992467
0.00873247714553845,0.0110943838992467,0.0146055770475693
0.0110943838992467,0.0146055770475693,0.0175318169565042
0.0146055770475693,0.0175318169565042,0.0215769457429519
0.0175318169565042,0.0215769457429519,0.0136629834355079
0.0215769457429519,0.0136629834355079,0.0131678284828156
0.0136629834355079,0.0131678284828156,0.0280536797255902
0.0070843497389158,0.0122466101550417,0.0165000713881784
0.0122466101550417,0.0165000713881784,0.0137279620484049
0.0165000713881784,0.0137279620484049,0.0139372261987409
0.0137279620484049,0.0139372261987409,0.0149550667377534
0.0139372261987409,0.0149550667377534,0.0170287369130282
0.0149550667377534,0.0170287369130282,0.0215799408464793
0.0170287369130282,0.0215799408464793,0.0268809815732771
0.0215799408464793,0.0268809815732771,0.0343505100901372
0.0268809815732771,0.0343505100901372,0.0428319371510772
0.0343505100901372,0.0428319371510772,0.0542025429358427
0.0428319371510772,0.0542025429358427,0.0536095287206898
0.0542025429358427,0.0536095287206898,0.0585673829373046
0.0536095287206898,0.0585673829373046,0.0667816522733162
0.0585673829373046,0.0667816522733162,0.0705313815887214
0.0667816522733162,0.0705313815887214,0.0738488825880014
0.0705313815887214,0.0738488825880014,0.0789566780330458
0.0738488825880014,0.0789566780330458,0.0810270568818075
0.0789566780330458,0.0810270568818075,0.0949334927724452
0.0810270568818075,0.0949334927724452,0.111479787446327
0.0949334927724452,0.111479787446327,0.118975281121604
0.111479787446327,0.118975281121604,0.115805609158063
0.118975281121604,0.115805609158063,0.112601371275943
0.115805609158063,0.112601371275943,0.106155232608409
0.112601371275943,0.106155232608409,0.0917111448621834
0.106155232608409,0.0917111448621834,0.071277807696143
0.0917111448621834,0.071277807696143,0.0806499819402866
0.071277807696143,0.0806499819402866,0.0834711383466083
0.0806499819402866,0.0834711383466083,0.0777264634564027
0.0834711383466083,0.0777264634564027,0.0705478227427277
0.0777264634564027,0.0705478227427277,0.0599693186617688
0.0705478227427277,0.0599693186617688,0.0440972079583546
0.0599693186617688,0.0440972079583546,0.0348329387326643
0.0440972079583546,0.0348329387326643,0.0314910870825875
0.0348329387326643,0.0314910870825875,0.0311113169678376
0.0314910870825875,0.0311113169678376,0.0330544324725959
0.0311113169678376,0.0330544324725959,0.0406142107259002
0.0330544324725959,0.0406142107259002,0.052896822788471
0.0406142107259002,0.052896822788471,0.0599381990713198
0.052896822788471,0.0599381990713198,0.0688198097260062
0.0599381990713198,0.0688198097260062,0.0729987076474811
0.0688198097260062,0.0729987076474811,0.0740384869215986
0.0729987076474811,0.0740384869215986,0.0727987703108759
0.0740384869215986,0.0727987703108759,0.0693339206625819
0.0727987703108759,0.0693339206625819,0.0672257387850716
0.0693339206625819,0.0672257387850716,0.0761852416322068
0.0672257387850716,0.0761852416322068,0.0910742668581249
0.0761852416322068,0.0910742668581249,0.105770477066038
0.0910742668581249,0.105770477066038,0.122537698704138
0.105770477066038,0.122537698704138,0.136046419445631
0.122537698704138,0.136046419445631,0.144585873743025
0.136046419445631,0.144585873743025,0.140401558641339
0.144585873743025,0.140401558641339,0.133960526247183
0.140401558641339,0.133960526247183,0.127208281581256
0.133960526247183,0.127208281581256,0.124508475011409
0.127208281581256,0.124508475011409,0.121316229435738
0.124508475011409,0.121316229435738,0.118961186096288
0.0117244243930508,0.0183793020350208,0.0203130035918388
0.0183793020350208,0.0203130035918388,0.0215901683795869
0.0203130035918388,0.0215901683795869,0.0279161456340015
0.0215901683795869,0.0279161456340015,0.0350685225079176
0.0279161456340015,0.0350685225079176,0.040636224803567
0.0350685225079176,0.040636224803567,0.0455105654692592
0.040636224803567,0.0455105654692592,0.0536499930647228
0.0455105654692592,0.0536499930647228,0.0628938003058448
0.0536499930647228,0.0628938003058448,0.0633001551430243
0.0628938003058448,0.0633001551430243,0.0571922657808582
0.0633001551430243,0.0571922657808582,0.0634205712526507
0.0571922657808582,0.0634205712526507,0.0616476746622361
0.0634205712526507,0.0616476746622361,0.0598781861721547
0.0616476746622361,0.0598781861721547,0.0598153434504428
0.0598781861721547,0.0598153434504428,0.0591957432031662
0.0598153434504428,0.0591957432031662,0.0597246398202438
0.0591957432031662,0.0597246398202438,0.0595822288854879
0.0597246398202438,0.0595822288854879,0.0618756288605481
0.0595822288854879,0.0618756288605481,0.0744356738372768
0.0618756288605481,0.0744356738372768,0.0889541213377953
0.0744356738372768,0.0889541213377953,0.102467434590802
0.0889541213377953,0.102467434590802,0.117518733717376
0.102467434590802,0.117518733717376,0.151845044438054
0.117518733717376,0.151845044438054,0.156664653404398
0.151845044438054,0.156664653404398,0.125666521544809
0.156664653404398,0.125666521544809,0.14798314005141
0.125666521544809,0.14798314005141,0.0667217172303469
0.14798314005141,0.0667217172303469,0.0545101319389973
0.0667217172303469,0.0545101319389973,0.0430533401599643
0.0545101319389973,0.0430533401599643,0.0431262656509417
0.0430533401599643,0.0431262656509417,0.0458796377114641
0.0619732498858177,0.0299796601203964,0.0161922513148734
0.0299796601203964,0.0161922513148734,0.0129177921059986
0.0161922513148734,0.0129177921059986,0.02398270073359
0.0129177921059986,0.02398270073359,0.0251162104968367
0.02398270073359,0.0251162104968367,0.0287804139798112
0.0251162104968367,0.0287804139798112,0.0298278267891055
0.0287804139798112,0.0298278267891055,0.0332954953589849
0.0298278267891055,0.0332954953589849,0.0414301619401831
0.0332954953589849,0.0414301619401831,0.0517138316860271
0.0414301619401831,0.0517138316860271,0.0575935360221228
0.0517138316860271,0.0575935360221228,0.0580828272505558
0.0575935360221228,0.0580828272505558,0.0555779928184051
0.0580828272505558,0.0555779928184051,0.0501784653399147
0.0555779928184051,0.0501784653399147,0.0403001319297844
0.0501784653399147,0.0403001319297844,0.0306821217037046
0.0403001319297844,0.0306821217037046,0.0235723876938017
0.0306821217037046,0.0235723876938017,0.0271711151289598
0.0235723876938017,0.0271711151289598,0.03062437358489
0.0271711151289598,0.03062437358489,0.0297166540224759
0.03062437358489,0.0297166540224759,0.0298273289326164
0.0297166540224759,0.0298273289326164,0.0297070053557142
0.0298273289326164,0.0297070053557142,0.036541214975176
0.0297070053557142,0.036541214975176,0.0411082921361793
0.036541214975176,0.0411082921361793,0.0452927359057993
0.0411082921361793,0.0452927359057993,0.0374003649627466
0.0452927359057993,0.0374003649627466,0.0345884047619784
0.0374003649627466,0.0345884047619784,0.0312511230535815
0.0345884047619784,0.0312511230535815,0.0306352212424733
